Date,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APD,APH,APTV,ARE,ARNC,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBY,BDX,BF.B,BIIB,BK,BKNG,BKR,BLK,BLL,BMY,BR,BRK.B,BSX,BWA,BXP,C,CAH,CAT,CB,CBOE,CBRE,CCL,CDNS,CDW,CE,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMS,CNC,CNP,COF,COG,CPB,CPRI,CSCO,CTAS,CTL,CTSH,CTXS,CVX,GOOG,GOOGL,KMX,KO,LNT,MMM,MO,SCHW,T,XEC
2015-02-11,37.48,45.18,161.03,114.92,46.17,90.52,58.9,40.56,79.07,73.01,49.47,40.06,77.66,266.92,58.3,36.09,48.98,9.78,25.44,263.1,46.9,32.26,59.34,40.65,63.75,48.87,55.8,58.8,64.77,54.38,173.5,22.33,8.41,3.07,48.25,133.88,119.54,86.92,375.14,61.51,85.24,131.38,94.44,28.57,57.33,120.88,52.98,60.59,81.45,33.22,47.59,21.83,146.03,96.11,47.9,48.35,79.51,620.51,129.18,15.04,35.03,33.4,131.77,,390.0,35.47,1060.06,38.62,325.17,34.15,51.8,47.24,,14.58,53.99,124.46,45.73,73.63,70.46,98.79,58.27,34.72,37.78,17.61,34.04,52.03,67.2,48.6,22.11,37.73,63.36,175.29,114.91,44.43,61.83,94.7,40.5,26.34,77.63,669.64,30.67,29.77,17.59,69.18,26.8,41.16,71.02,23.0,76.52,25.66,57.02,49.88,88.6,534.5,538.0,65.97,36.0,27.55,143.31,43.49,27.46,26.2,102.91
2015-02-12,38.14,45.46,150.16,116.38,46.46,91.79,59.93,40.82,80.09,74.59,50.45,40.74,78.49,271.94,59.07,36.24,48.73,9.72,25.75,267.04,47.08,33.14,59.45,41.01,67.59,49.59,57.24,57.19,65.12,55.37,176.27,22.21,8.41,3.12,48.93,133.94,120.7,86.93,377.17,60.99,85.9,131.85,95.06,28.77,57.18,122.66,53.41,60.7,82.62,33.63,47.31,22.09,148.56,97.67,48.31,48.42,74.4,617.51,129.32,15.33,35.22,34.22,132.85,,392.11,35.72,1091.95,39.11,329.55,34.93,51.95,48.24,,14.74,57.12,125.99,46.84,73.58,70.56,99.23,58.39,35.13,38.04,17.92,34.43,52.27,69.3,50.48,22.43,37.78,63.88,177.03,114.82,44.78,62.17,94.99,41.63,26.61,78.04,670.29,30.63,29.55,17.96,70.94,26.64,41.06,71.55,25.16,77.72,24.88,58.37,49.87,90.19,541.44,546.01,66.58,35.83,27.47,144.56,44.11,28.32,26.37,106.97
2015-02-13,38.26,45.94,148.91,116.95,47.28,92.26,60.39,41.61,80.72,76.51,50.74,41.31,79.39,273.56,60.67,35.29,48.6,9.72,25.89,270.55,48.43,32.71,54.99,41.24,68.77,50.17,56.9,57.02,65.02,56.24,182.29,22.29,8.41,3.15,49.71,134.2,120.91,87.32,381.83,62.93,86.26,130.97,94.89,28.81,59.37,123.13,53.78,61.44,81.51,33.98,46.73,22.26,146.36,98.07,48.44,47.54,72.18,618.5,130.76,15.27,35.38,34.15,133.52,,391.66,35.53,1103.37,40.32,330.57,35.35,52.44,47.98,,14.98,55.99,124.6,47.13,73.62,71.91,99.31,59.18,34.96,37.27,18.02,35.03,52.47,70.44,50.28,22.53,38.08,64.55,177.88,114.32,45.02,62.37,95.63,41.54,27.11,76.9,674.89,29.87,29.55,17.68,70.57,26.81,40.34,73.27,25.14,77.18,24.99,58.32,50.49,91.75,547.51,551.16,67.68,35.68,27.09,144.58,43.49,27.54,26.41,107.98
2015-02-17,38.61,45.58,148.98,117.64,47.82,92.5,60.62,41.89,80.28,77.13,52.31,41.03,77.92,271.29,61.13,35.4,48.64,9.54,25.98,272.0,49.36,32.51,54.48,41.68,70.36,50.35,57.63,56.72,64.85,56.14,178.97,22.3,8.41,3.11,49.79,134.87,120.67,87.16,375.43,63.99,86.54,131.63,95.03,28.68,59.14,123.66,53.41,61.28,81.3,33.85,46.75,22.62,146.29,98.71,48.62,47.64,73.11,615.15,130.92,15.29,35.08,34.3,133.62,,397.91,35.77,1120.99,40.78,334.34,35.09,52.49,47.92,,14.84,56.36,123.87,47.58,73.9,72.12,100.07,58.81,34.77,37.11,17.94,35.65,52.35,69.22,49.83,22.63,38.21,63.86,176.45,115.32,45.03,62.47,95.51,41.73,26.81,77.13,670.93,30.06,30.06,17.55,71.57,26.79,40.36,72.75,25.03,77.39,24.84,58.28,50.22,91.44,541.35,545.01,67.48,35.52,27.03,145.44,43.8,28.12,26.45,108.49
2015-02-18,39.59,46.82,151.94,118.46,48.25,92.56,60.57,41.89,80.39,77.73,51.93,40.98,78.35,269.99,61.11,36.33,49.69,9.7,25.73,269.25,49.1,32.92,54.21,41.97,70.29,50.42,56.54,58.18,64.34,53.69,180.29,22.27,8.41,3.08,49.68,136.21,119.2,87.14,373.37,65.18,85.91,131.7,94.89,28.91,58.22,123.99,53.65,61.23,82.7,34.06,47.63,22.55,148.4,97.94,48.7,48.87,73.75,617.92,132.01,14.99,34.38,34.16,133.69,,401.12,35.34,1122.99,40.41,332.17,36.4,52.41,48.33,,16.68,56.11,125.22,47.33,73.74,71.63,99.89,58.36,35.0,37.83,18.0,35.89,52.48,70.07,49.42,22.32,38.42,63.48,174.29,115.85,44.86,62.78,96.31,40.78,26.54,76.77,674.57,31.02,30.09,17.82,70.98,26.26,40.72,69.8,25.19,77.43,23.75,59.15,49.87,89.84,538.22,542.65,67.51,35.45,27.72,145.85,43.88,27.5,26.28,109.07
2015-02-19,39.21,47.26,151.99,118.21,48.05,92.88,60.52,42.08,81.15,77.73,52.17,41.04,78.47,269.09,61.46,36.11,49.09,9.71,25.75,274.41,49.35,32.03,54.69,42.11,71.56,50.02,56.81,57.37,64.76,55.24,182.28,23.04,8.41,3.06,49.56,136.45,119.19,86.29,379.0,67.99,86.63,132.46,94.63,28.89,58.99,125.77,53.62,61.99,81.39,34.38,47.38,22.46,144.82,98.74,48.45,48.59,72.48,618.34,134.27,14.9,33.89,34.17,133.22,,406.73,35.46,1218.05,40.3,331.95,34.84,52.01,48.26,,16.45,56.38,122.29,47.05,73.69,70.36,100.07,58.19,34.56,37.68,18.23,35.74,52.5,70.72,50.78,22.15,38.17,63.89,174.53,116.03,44.92,62.49,95.88,40.67,26.37,77.12,673.28,30.57,30.17,17.55,71.06,26.44,40.12,69.59,25.03,77.51,23.8,60.04,50.32,88.14,541.38,546.45,68.3,35.78,27.51,145.58,44.07,27.68,25.97,112.85
2015-02-20,39.98,48.44,153.77,119.17,49.93,93.77,60.35,42.86,81.35,78.55,52.59,41.35,79.33,269.54,62.37,36.5,49.35,9.75,25.89,280.41,49.56,32.45,54.54,42.15,71.62,50.98,56.81,58.65,65.15,56.18,186.02,23.22,8.41,3.06,49.91,137.86,119.5,87.44,383.66,68.5,87.25,134.26,94.68,29.06,58.63,127.04,54.28,61.88,82.53,33.93,47.44,22.45,146.51,99.77,48.7,48.71,73.8,623.31,138.25,15.06,34.13,34.3,135.19,,408.05,35.75,1216.23,39.81,331.1,34.53,52.85,49.09,,16.47,57.05,123.09,47.66,74.46,71.33,100.58,58.81,34.76,37.31,18.5,35.71,52.08,71.54,51.45,22.36,38.69,64.48,175.89,118.38,45.12,62.51,95.58,41.02,26.67,77.17,674.0,30.68,29.92,17.65,71.92,26.77,40.13,68.98,25.29,77.97,23.44,61.05,50.81,88.35,537.47,541.8,68.13,35.66,27.53,146.48,44.17,28.03,25.97,111.73
2015-02-23,39.77,48.71,155.87,122.39,49.33,94.49,61.12,42.72,81.42,78.1,52.46,41.45,79.76,266.89,61.95,36.63,49.66,9.77,25.6,277.27,48.98,32.99,54.14,41.56,70.24,51.06,56.54,58.65,64.84,55.93,184.14,23.02,8.41,3.06,50.67,138.52,118.24,88.16,380.14,69.05,86.2,136.82,94.85,29.17,58.63,125.79,54.09,61.83,83.66,33.33,47.62,22.51,148.62,100.48,49.07,49.04,74.24,636.77,135.13,14.89,34.5,34.04,136.47,,408.58,35.5,1207.58,39.45,330.91,34.79,53.53,48.85,,16.31,56.97,124.47,47.24,75.35,70.53,99.76,59.17,34.89,37.53,18.47,35.99,52.79,72.53,52.16,22.06,38.93,65.04,175.88,121.23,45.1,62.91,96.27,40.85,26.54,77.78,671.17,31.01,31.0,17.61,71.63,26.32,40.62,69.71,25.31,78.17,23.19,60.45,49.37,87.74,530.45,535.0,67.61,35.56,27.74,147.08,44.09,27.9,25.79,111.52
2015-02-24,40.08,48.91,155.09,121.63,49.57,94.68,60.92,42.85,81.67,77.68,53.02,41.78,79.84,263.62,62.07,36.52,49.82,9.93,25.86,274.1,49.4,31.99,54.62,41.33,70.12,51.54,56.56,58.91,65.21,55.99,182.29,23.43,8.41,3.11,50.86,137.6,118.87,85.74,378.59,66.35,85.62,136.76,94.92,29.07,59.24,126.5,54.19,61.54,82.2,33.83,47.8,22.67,144.71,100.77,49.2,48.95,74.75,637.79,134.82,15.06,34.71,33.41,138.16,,404.89,36.06,1219.79,39.52,332.39,34.23,53.67,48.9,,16.62,56.82,122.11,47.77,76.33,71.38,100.59,58.88,34.67,37.59,18.67,36.09,52.39,72.23,52.03,22.07,39.04,65.79,177.77,120.6,45.5,63.2,95.96,41.16,26.97,78.74,667.91,31.09,30.68,17.9,72.02,27.1,40.63,68.39,25.31,78.63,23.47,60.47,49.82,87.83,534.62,538.65,67.28,35.79,27.92,147.35,44.26,28.19,25.94,110.5
2015-02-25,40.21,47.21,154.95,118.52,49.37,94.97,60.17,42.79,81.44,78.07,52.82,41.31,79.67,263.87,62.01,36.64,48.81,9.84,25.82,275.37,49.18,31.8,55.08,41.05,69.45,51.77,56.16,58.01,64.71,56.13,184.9,23.19,8.41,3.1,51.2,138.22,118.73,88.63,385.37,67.03,86.32,136.47,94.79,28.89,60.06,126.55,54.22,62.33,82.57,32.24,47.64,22.6,143.92,100.33,49.01,49.18,75.96,637.12,133.62,15.16,34.61,33.44,137.61,,408.94,36.13,1250.86,39.93,330.47,34.04,53.47,49.05,,16.92,57.5,121.58,47.95,75.52,71.93,100.35,58.3,34.78,37.84,18.73,36.04,52.35,72.14,51.26,22.1,38.76,65.41,182.21,121.02,45.42,63.2,95.63,41.23,27.18,79.04,675.52,30.62,30.83,17.52,71.27,28.54,40.59,68.56,25.19,79.13,23.62,60.66,50.2,88.33,542.38,547.33,68.1,35.73,27.43,147.15,44.19,28.1,26.07,112.84
2015-02-26,40.37,46.85,154.08,120.02,49.29,94.69,61.0,42.98,81.17,78.96,52.72,40.84,79.47,266.68,61.01,36.13,48.25,10.35,25.91,274.78,49.3,31.48,54.89,41.09,69.56,51.74,56.43,58.5,65.16,55.88,183.11,23.02,8.41,3.08,51.51,139.0,118.75,89.57,384.8,68.77,85.59,136.24,94.57,29.15,58.21,126.21,54.17,61.72,81.63,32.47,47.05,22.49,142.42,115.08,48.9,48.44,76.96,644.97,132.5,14.75,34.51,32.79,138.01,,410.1,35.75,1241.25,39.19,329.67,34.29,53.68,48.47,,16.82,57.4,120.32,48.24,75.41,70.79,100.83,57.34,34.46,37.74,18.51,36.17,51.78,72.23,51.15,22.0,38.73,66.0,182.18,121.43,45.49,63.29,95.72,41.13,26.97,78.62,670.29,30.45,30.59,17.08,70.81,27.58,39.99,67.89,25.55,79.42,23.68,60.8,49.68,87.09,553.96,559.29,67.73,36.07,27.15,147.78,44.55,28.24,26.29,108.63
2015-02-27,40.22,45.48,153.64,118.22,49.27,94.49,60.79,42.76,80.93,79.1,52.42,41.12,79.47,265.83,64.24,36.03,48.39,10.63,25.94,276.28,49.66,31.98,55.08,40.8,69.51,51.99,57.35,58.2,64.51,55.34,180.37,23.15,8.41,3.11,51.38,137.91,117.25,89.8,380.16,69.21,85.97,135.99,94.7,28.94,58.29,125.82,53.85,61.54,82.38,31.78,47.54,22.46,144.23,113.63,48.22,48.84,75.43,642.68,131.74,14.54,34.76,33.27,136.32,,409.59,35.48,1237.48,39.19,326.51,33.95,53.2,48.56,,16.9,57.31,121.36,48.25,75.25,70.03,100.15,56.57,34.26,37.93,18.36,35.66,51.69,71.52,51.09,21.99,38.59,66.08,180.6,121.47,45.27,63.03,95.32,40.97,27.07,78.55,664.97,30.29,30.73,16.89,70.42,27.67,40.09,67.41,25.2,78.92,23.97,60.51,49.84,86.78,556.87,562.63,67.11,36.79,27.1,146.94,44.71,27.74,26.33,105.73
2015-03-02,40.69,45.87,153.48,118.8,49.24,94.8,62.19,42.63,81.97,79.79,53.53,41.1,80.66,269.44,64.0,35.84,47.19,10.37,26.07,281.92,49.95,32.2,55.46,41.09,71.13,52.09,57.76,59.84,64.86,56.39,184.62,23.68,8.41,3.21,51.97,139.58,118.36,90.04,385.66,69.07,86.44,136.43,94.59,29.59,58.25,127.42,54.57,62.56,83.67,32.13,46.72,22.39,145.36,114.87,48.88,48.11,75.83,649.53,134.31,14.72,35.16,33.73,137.54,,415.79,35.94,1249.4,39.32,330.91,34.4,54.41,49.84,,17.06,58.76,122.55,49.23,76.56,70.11,100.47,56.05,34.81,38.97,18.59,36.01,52.72,71.83,51.95,22.0,38.77,65.45,185.95,122.31,45.5,63.2,96.44,41.29,27.29,79.52,670.86,29.62,31.07,16.81,70.81,27.81,40.23,67.95,25.78,79.89,23.83,60.93,49.84,86.15,569.78,575.02,67.77,36.7,26.59,148.56,44.88,28.52,26.39,105.89
2015-03-03,40.27,46.3,153.18,119.04,48.56,94.74,60.15,42.51,81.66,78.99,52.6,40.81,79.34,266.49,62.7,35.84,47.68,10.66,25.95,280.9,49.88,31.98,55.17,40.97,69.86,52.15,56.97,60.49,64.41,56.08,182.51,22.63,8.41,3.14,51.77,138.64,117.98,89.02,384.61,69.39,86.23,135.56,94.29,29.01,59.07,125.75,54.67,62.47,83.76,32.62,47.77,22.25,144.64,114.16,48.28,48.42,75.72,651.9,135.86,14.75,34.89,34.21,135.89,,412.79,35.94,1242.03,39.39,328.48,34.23,54.08,49.29,,16.76,58.72,122.54,49.45,75.63,69.98,99.99,55.58,34.48,38.53,18.45,36.18,52.46,71.38,51.92,22.17,38.74,66.41,186.96,120.95,45.31,62.91,97.25,40.9,27.33,79.51,668.43,29.52,31.08,16.88,70.8,27.85,40.4,68.34,25.23,79.61,23.86,60.79,48.86,85.55,572.07,578.79,67.39,36.49,26.69,146.61,44.85,28.31,26.22,106.7
2015-03-04,40.02,46.47,149.57,118.29,49.09,95.15,61.24,42.44,81.72,77.63,52.3,40.43,77.44,265.57,62.52,35.48,47.55,10.45,25.98,280.81,49.71,31.74,54.44,40.73,71.05,50.91,57.15,60.14,63.51,56.03,182.53,22.43,8.41,3.05,51.11,139.19,117.24,89.28,382.72,67.42,86.08,136.08,94.01,29.1,58.91,124.69,55.54,63.06,83.39,31.35,47.61,22.09,144.06,115.21,48.25,48.25,74.54,652.48,134.79,14.61,34.81,34.74,137.84,,414.13,35.75,1225.67,39.27,326.41,33.76,57.35,48.71,,16.79,57.98,121.26,49.4,76.14,69.04,98.91,55.18,34.21,38.45,18.43,36.04,53.4,71.36,50.87,22.05,38.47,66.11,185.74,121.7,44.94,62.91,96.45,40.88,27.55,79.01,664.16,29.56,31.14,16.85,70.37,27.41,39.85,67.14,25.05,79.19,23.29,60.09,48.53,85.55,571.8,578.33,64.69,36.11,26.46,145.65,44.31,28.24,25.91,106.09
2015-03-05,40.23,45.95,151.25,116.33,46.31,95.3,61.38,42.82,82.75,78.62,52.34,40.78,77.6,269.84,62.95,35.82,47.97,10.41,26.17,280.4,49.91,32.03,55.42,40.66,71.09,50.8,57.89,59.1,63.56,55.71,185.79,22.34,8.41,2.98,51.17,139.55,117.93,89.89,387.83,69.28,86.38,136.36,94.58,29.12,57.93,124.79,56.0,62.55,84.03,30.9,47.89,22.43,145.59,116.25,48.04,48.7,75.02,650.97,134.9,14.76,34.79,34.6,138.9,,425.61,35.52,1231.9,39.04,327.12,33.61,57.68,48.75,,16.97,57.86,122.79,49.3,76.07,68.85,99.43,55.55,34.53,39.21,18.21,35.77,52.92,71.96,50.6,22.4,38.64,66.25,184.48,122.34,45.26,63.6,96.65,41.15,27.5,79.28,670.49,29.86,31.62,17.03,70.58,27.21,39.82,67.14,25.02,78.41,23.21,60.38,48.54,85.2,573.75,581.43,64.62,36.02,26.51,146.0,44.08,28.56,25.91,107.1
2015-03-06,39.58,45.57,147.83,116.5,45.32,94.03,60.35,41.98,81.51,77.55,51.87,39.72,76.93,266.45,61.74,34.79,46.23,10.02,25.9,274.92,50.26,31.28,55.37,40.09,69.96,50.39,57.09,58.27,63.18,55.08,181.65,22.09,8.41,2.92,50.3,135.43,116.68,87.51,380.09,67.89,85.36,135.36,93.22,28.94,55.9,122.97,55.09,61.74,81.37,31.12,46.8,22.22,141.06,113.87,47.36,47.21,74.24,645.2,133.72,14.96,34.04,34.67,135.15,,417.63,35.6,1215.99,38.3,323.16,33.53,56.87,48.32,,16.56,56.57,118.19,48.84,74.41,67.63,98.37,56.44,34.66,38.28,18.09,35.43,52.15,69.44,49.72,22.58,37.96,65.77,183.52,120.41,45.02,61.63,95.36,42.15,27.52,78.54,658.68,28.58,31.42,16.77,70.66,26.64,38.81,65.98,24.71,77.79,22.75,59.66,47.87,84.24,566.13,572.9,63.0,35.28,25.67,143.21,42.39,29.35,25.51,105.5
2015-03-09,39.78,45.5,147.05,117.0,45.23,95.02,59.91,42.27,81.61,77.93,52.35,39.84,77.68,267.42,61.76,35.29,46.38,9.99,25.96,278.4,50.36,31.42,55.92,40.33,69.6,50.46,56.49,58.5,63.59,55.59,184.91,22.26,8.41,2.93,50.48,135.54,117.69,87.48,378.56,68.49,85.95,136.85,93.35,29.22,54.37,124.01,55.16,61.65,81.93,29.44,46.77,22.46,142.63,113.18,47.5,47.22,74.43,650.89,135.14,14.91,34.51,34.78,135.46,,415.51,36.07,1217.0,38.1,322.39,33.3,57.96,48.42,,16.6,56.63,119.18,48.74,75.24,68.26,99.12,56.96,34.87,38.79,18.2,35.35,52.25,69.57,50.76,22.34,38.37,66.07,184.03,121.84,45.26,61.94,95.98,42.04,27.61,79.48,660.34,28.55,31.69,16.84,71.43,26.27,39.14,64.33,25.08,79.26,22.63,59.96,48.18,84.56,567.29,574.1,63.2,35.17,25.87,144.96,42.76,29.29,25.41,104.3
2015-03-10,38.72,44.38,145.31,114.58,45.48,94.64,59.09,41.68,79.16,76.01,51.22,39.09,76.17,261.83,59.64,35.59,46.44,9.93,25.44,272.72,48.95,31.93,54.72,39.94,69.2,49.94,56.86,58.67,62.49,55.23,181.28,21.72,8.41,2.92,49.74,134.29,114.27,85.66,369.51,68.02,84.59,134.54,90.61,28.89,53.26,122.56,54.73,60.61,80.86,29.01,46.63,21.9,142.95,111.4,46.82,47.2,73.13,643.05,133.11,14.56,34.51,34.9,132.83,,414.2,35.52,1191.09,37.77,314.96,33.15,57.23,47.35,,16.42,55.4,119.01,47.15,74.35,67.5,96.73,57.1,34.12,38.0,17.84,34.47,50.97,69.1,48.87,22.14,37.89,64.8,181.34,119.69,44.45,60.88,94.61,40.76,26.76,78.44,654.74,28.52,31.48,16.77,69.53,25.67,38.85,64.7,24.48,77.31,22.57,58.73,46.78,83.72,553.49,559.85,62.15,34.57,25.85,141.38,42.26,28.65,24.98,103.5
2015-03-11,38.93,44.99,146.1,112.49,46.11,95.48,58.7,41.8,78.08,76.01,51.3,39.08,76.46,264.42,59.88,34.95,46.03,9.88,25.62,277.7,49.22,32.26,54.21,40.41,70.36,49.21,56.93,59.51,63.13,55.52,178.81,21.68,8.41,2.84,49.76,133.52,114.61,85.72,366.37,68.79,84.81,134.64,91.0,28.99,54.15,121.92,54.76,60.01,81.54,29.2,46.65,21.97,143.33,110.99,46.85,47.13,73.45,643.81,132.01,14.86,34.16,35.12,131.52,,408.11,35.73,1177.55,37.83,316.92,32.65,57.29,47.25,,16.58,54.67,118.86,48.17,74.64,67.32,97.86,57.22,34.14,37.8,17.83,34.21,51.31,69.16,48.51,22.23,38.09,64.79,182.61,120.33,44.76,60.42,94.26,41.02,26.47,79.25,660.77,28.3,32.08,16.62,69.99,26.64,38.46,65.22,24.14,77.21,22.67,58.92,46.5,84.23,549.67,555.69,62.0,34.07,25.7,140.91,41.48,29.0,24.85,103.87
2015-03-12,39.17,46.22,148.07,114.53,47.24,96.9,61.26,42.65,79.29,77.4,51.5,40.06,77.72,270.54,60.14,35.84,47.04,9.92,26.11,283.17,50.01,32.67,55.62,41.06,71.02,49.57,56.99,61.36,64.33,55.99,178.0,21.97,8.41,2.76,50.43,134.87,117.96,87.2,374.24,68.93,84.9,137.51,92.74,28.95,53.27,123.52,55.71,60.84,83.71,29.66,47.86,21.95,146.7,112.29,47.43,47.84,75.4,652.76,132.77,14.84,34.16,35.67,133.43,,407.64,36.66,1186.6,37.55,326.03,33.11,58.21,48.28,,16.89,56.03,121.3,49.78,75.67,67.74,99.51,56.27,34.99,39.05,17.95,33.71,51.78,70.37,48.7,22.57,38.49,66.12,193.46,122.62,45.78,60.99,95.82,42.14,27.05,80.11,670.39,29.12,32.44,16.85,72.87,26.57,38.96,65.42,24.12,78.33,22.62,59.7,47.47,83.32,553.99,561.17,62.45,34.75,26.06,143.3,41.73,29.35,25.24,103.08
2015-03-13,38.95,46.73,148.36,113.73,47.24,97.6,60.86,42.32,78.99,77.62,51.52,39.76,77.26,271.23,60.48,35.29,46.49,9.77,25.89,283.48,49.74,32.57,55.04,40.7,70.81,48.92,55.98,60.95,63.56,55.85,176.89,22.4,8.41,2.75,50.28,134.88,117.01,85.36,370.58,69.05,84.99,139.89,91.42,28.48,52.56,122.48,55.39,59.95,83.12,29.16,47.59,22.14,146.24,111.3,47.14,47.2,74.51,654.66,132.36,14.84,34.34,35.39,132.32,,413.35,37.11,1157.77,37.01,325.17,32.75,58.4,47.56,,16.61,54.83,120.1,49.28,75.36,66.93,98.67,55.99,34.54,39.09,18.11,34.07,50.51,69.85,48.82,21.93,38.23,65.65,191.13,122.76,45.58,60.93,95.43,41.34,26.92,79.7,674.51,28.87,32.69,16.69,71.57,26.83,39.01,64.74,23.86,78.05,22.11,59.21,47.17,82.67,545.82,553.0,63.32,34.19,25.79,141.79,41.23,28.68,24.96,102.91
2015-03-16,39.84,47.68,149.86,114.99,48.15,101.26,61.24,43.18,79.92,78.33,52.65,39.93,78.59,276.15,61.5,35.94,47.2,9.84,26.24,289.21,50.31,33.23,55.53,41.52,72.08,48.78,56.34,61.78,64.41,56.41,178.5,22.7,8.41,2.76,51.29,142.55,119.09,85.7,373.35,71.53,86.44,142.91,93.18,28.82,52.97,122.99,56.69,61.11,83.68,28.56,48.29,22.33,148.76,115.63,47.76,47.72,75.34,665.41,134.2,14.88,34.89,36.35,132.73,,421.32,37.21,1158.44,37.68,330.78,33.33,59.41,48.5,,17.24,56.12,121.22,49.42,76.95,67.55,100.67,56.54,35.01,39.92,18.52,34.44,50.26,71.03,48.88,22.41,38.75,67.35,191.38,124.88,46.46,61.43,95.99,41.45,27.24,82.36,678.88,29.57,33.67,16.82,72.89,26.93,38.94,64.53,24.17,80.71,22.16,60.06,48.24,83.9,552.99,561.64,64.18,34.51,26.33,144.82,41.79,29.11,25.19,103.72
2015-03-17,39.62,50.97,148.75,116.91,48.65,101.48,60.12,42.51,79.86,79.66,52.62,39.72,77.95,275.76,61.43,35.9,46.98,9.99,26.2,291.59,50.19,33.1,55.6,41.55,72.06,48.5,56.19,62.91,63.95,56.03,184.12,22.37,8.87,2.77,51.14,142.59,118.34,85.26,371.92,73.65,86.84,142.95,92.95,28.98,52.32,123.0,56.39,61.05,83.91,28.07,48.63,22.26,148.11,114.95,47.34,48.0,74.94,662.18,134.93,14.84,34.91,36.36,132.04,,426.12,37.29,1153.57,37.25,330.94,33.01,59.06,48.73,,17.4,55.42,121.45,49.56,76.59,66.27,100.1,56.42,34.93,39.38,18.39,34.36,49.79,70.82,48.29,22.67,38.53,66.74,188.62,124.72,46.29,60.89,95.66,42.09,26.96,82.1,672.0,29.65,33.69,16.82,72.92,26.78,38.86,64.81,24.04,80.6,22.57,60.28,48.26,83.93,549.33,557.61,64.72,34.7,26.29,143.09,41.41,29.21,25.07,102.38
2015-03-18,40.14,51.39,147.85,118.23,48.78,102.71,60.44,42.78,81.74,76.89,53.43,40.51,78.59,279.34,61.63,36.74,48.37,10.36,26.51,297.7,50.75,33.98,55.76,41.78,72.88,48.74,56.38,62.15,64.53,57.47,188.16,22.52,8.87,2.75,52.03,145.62,118.77,86.51,375.14,74.23,87.71,146.77,93.92,29.86,54.45,124.64,57.54,61.8,85.37,28.54,49.89,22.71,150.5,116.48,47.89,48.99,75.68,667.42,136.0,14.74,34.95,36.47,134.81,,427.93,37.01,1181.69,38.2,334.03,33.59,59.8,49.54,,17.76,56.6,124.64,49.45,77.3,68.7,101.33,55.39,35.81,40.28,18.63,34.81,50.84,71.1,49.18,22.3,38.67,67.21,189.32,127.36,46.79,60.81,96.37,41.72,26.89,81.47,673.28,30.61,34.74,17.34,73.02,27.18,39.1,66.36,24.04,81.45,22.56,61.77,48.8,86.8,557.97,566.16,65.48,34.78,26.85,145.04,41.19,28.14,25.59,106.6
2015-03-19,40.22,52.4,148.0,117.33,49.84,103.32,61.1,42.82,81.08,77.14,53.73,39.93,78.6,279.09,61.0,36.25,47.95,10.26,26.29,298.14,50.06,33.99,55.12,41.65,72.75,47.75,58.32,62.5,64.51,57.63,189.07,22.25,8.87,2.74,51.43,147.87,116.99,85.68,373.24,73.25,87.85,146.7,93.34,29.5,53.02,122.68,57.32,61.81,85.44,27.85,49.47,22.3,149.76,117.91,48.04,49.08,75.38,667.39,134.58,14.4,34.66,36.32,135.2,,433.65,36.53,1176.32,38.31,327.13,33.41,59.67,49.49,,17.81,56.08,124.66,48.21,76.9,67.65,100.38,56.37,35.74,40.25,18.6,35.36,50.2,73.26,48.39,21.96,38.68,67.18,188.18,127.97,46.56,60.78,96.15,40.94,26.78,82.03,680.67,30.29,35.29,16.93,72.13,27.02,38.98,66.82,24.14,79.37,22.39,62.21,49.29,85.21,556.46,563.67,65.64,34.28,26.73,144.34,41.13,27.81,25.3,103.37
2015-03-20,40.22,52.94,150.7,115.86,49.19,104.33,60.0,42.85,82.24,77.36,54.69,40.32,78.96,281.04,60.98,36.61,48.49,10.52,26.62,300.65,50.32,34.95,55.91,41.69,72.87,48.28,57.18,62.8,65.3,58.71,187.71,22.29,8.87,2.8,52.11,148.73,119.47,88.49,378.49,71.9,88.57,147.69,93.7,29.61,52.73,123.05,57.39,62.42,87.97,27.87,50.06,22.56,154.08,119.03,48.48,49.69,76.45,662.43,134.92,14.61,34.76,35.81,135.0,,475.98,36.77,1179.17,39.27,334.81,33.71,59.18,49.47,,17.84,56.38,127.82,48.76,78.04,68.58,100.26,56.08,36.79,40.42,18.66,35.79,50.84,73.17,48.42,21.96,39.04,67.4,189.01,128.25,47.27,61.91,98.17,41.92,27.1,82.1,686.65,30.76,35.12,17.2,72.58,27.38,39.37,66.13,24.29,78.04,22.68,62.03,49.93,87.07,558.83,564.95,66.55,34.82,27.09,145.06,41.25,28.37,25.32,106.64
